Respondent_ID,Persona_Segment,Q1_Age_Group,Q2_City_Type,Q3_Occupation,Q4_Monthly_Income_INR,Q5_Exercise_Frequency,Q6_Workout_Location,Q7_Primary_Fitness_Goal,Q8_Biggest_Fitness_Challenge,Q9_Diet_Type,Q10_Dietary_Restrictions_Allergies,Q11_Meal_Management,Q12_Biggest_Diet_Challenge,Q13_Travel_Frequency,Q14_Daily_Routine,Q15_Time_Available_for_Fitness,Q16_Current_Fitness_App_User,Q17_Preferred_App_Features,Q18_Willingness_to_Pay_Monthly,Q19_What_Would_Make_You_Pay,Q20_Likelihood_to_Use_App,Q21_Current_Weight_Category,Q22_Problem_Impact_Score_1_to_5,Q23_Days_Followed_Plan_in_Last_30_Days,Q24_When_You_Stop_Following_Routine,Q25_Why_Stopped_Using_Fitness_Apps,Q26_If_Guaranteed_Results_3_Months_How_Much_Pay,Q27_Primary_Motivation_to_Stay_Fit,Q28_Level_of_Control_Over_Daily_Meals,Q4_Monthly_Income_INR_Code,Q5_Exercise_Frequency_Code,Q13_Travel_Frequency_Code,Q14_Daily_Routine_Code,Q15_Time_Available_for_Fitness_Code,Q18_Willingness_to_Pay_Monthly_Code,Q20_Likelihood_to_Use_App_Code,Q23_Days_Followed_Plan_in_Last_30_Days_Code,Q26_If_Guaranteed_Results_3_Months_How_Much_Pay_Code,Feat_AI_workout_plan,Feat_Form_correction_via_video,Feat_Diet_planning,Feat_Calorie_tracking_via_photo,Feat_Travel_friendly_plans,Feat_Allergy_specific_diets,PayReason_Proven_results,PayReason_Personalization,PayReason_Expert_guidance,PayReason_Convenience,PayReason_All_in_one_solution
53,older_active,45-54,Tier 3 / Rural,Homemaker,"1,00,000-2,00,000",1-2 times/week,Home,General fitness,Lack of motivation,Vegetarian,None,Home-cooked,No time to cook,Frequently,Highly unpredictable,30-60 mins,No,"AI workout plan, Travel-friendly plans, Calorie tracking via photo",₹999+,All-in-one solution,Neutral,Normal,4,11-20,Never started properly,Never used any,₹2000+,Health concerns,Partial control,3,1,2.0,2,1,4,2,2,4,1,0,0,1,1,0,0,0,0,0,1
54,family_health_seeker,25-34,Tier 1,Homemaker,"1,00,000-2,00,000",Never,I don't work out,Muscle gain,Lack of time,Vegetarian,None,Home-cooked,No time to cook,Rarely,Very structured,60-90 mins,No,Diet planning,₹199-₹499,"Proven results, Expert guidance",Unlikely,Normal,3,20+,Never started properly,Never used any,₹999,Health concerns,Full control (cook myself),3,0,0.0,0,2,2,1,3,3,0,0,1,0,0,0,1,0,1,0,0
55,gym_enthusiast,25-34,Metro,Working Professional,"20,000-50,000",5+ times/week,Gym,Muscle gain,Lack of time,Non-vegetarian,None,Mix of both,No time to cook,Rarely,Highly unpredictable,90+ mins,Yes,"Form correction via video, AI workout plan",₹499-₹999,"Proven results, Personalization",Neutral,Normal,3,20+,Busy schedule,Not personalized,₹2000+,Performance/strength,Full control (cook myself),1,3,0.0,2,3,3,2,3,4,1,1,0,0,0,0,1,1,0,0,0
56,older_active,55+,Metro,Working Professional,"20,000-50,000",3-4 times/week,Home,General fitness,Lack of knowledge,Vegan,Other,,Don't know what to eat,Rarely,Very structured,30-60 mins,No,"Diet planning, AI workout plan, Allergy-specific diets",₹499-₹999,"All-in-one solution, Expert guidance",Neutral,Overweight,5,6-10,Busy schedule,Never used any,₹2000+,Mental well-being,Full control (cook myself),1,2,0.0,0,1,3,2,1,4,1,0,1,0,0,1,0,0,1,0,1
57,student_hostel,18-24,Tier 1,Student,"<20,000",3-4 times/week,Outdoors,Muscle gain,No access to gym,Non-vegetarian,Lactose intolerance,Hostel/mess food,Lack of consistency,Rarely,Highly unpredictable,<30 mins,No,AI workout plan,₹199-₹499,"Convenience, All-in-one solution, Proven results",Neutral,Obese,3,0-5,Don't see results,Never used any,₹999,Looking good (aesthetics),Very limited control (hostel/mess),0,2,0.0,2,0,2,2,0,3,1,0,0,0,0,0,1,0,0,1,1
58,student_hostel,18-24,Metro,Student,"<20,000",3-4 times/week,Home,Muscle gain,Lack of time,Vegetarian,None,Hostel/mess food,No time to cook,Occasionally,Somewhat structured,30-60 mins,No,"Diet planning, AI workout plan, Form correction via video",₹499-₹999,"All-in-one solution, Proven results, Expert guidance",Neutral,Normal,3,0-5,Busy schedule,Never used any,₹999,Looking good (aesthetics),Full control (cook myself),0,2,1.0,1,1,3,2,0,3,1,1,1,0,0,0,1,0,1,0,1
59,student_hostel,18-24,Tier 3 / Rural,Student,"<20,000",3-4 times/week,Gym,General fitness,No proper diet,Eggetarian,Lactose intolerance,Hostel/mess food,Budget constraints,Frequently,Somewhat structured,<30 mins,Yes,"Calorie tracking via photo, Diet planning, Form correction via video",₹499-₹999,All-in-one solution,Likely,Normal,4,11-20,Lack of motivation,Too complicated,₹999,Performance/strength,Partial control,0,2,2.0,1,0,3,3,2,3,0,1,1,1,0,0,0,0,0,0,1
60,young_professional,18-24,Tier 2,Working Professional,"20,000-50,000",Never,I don't work out,General fitness,No proper diet,Vegan,None,Order food frequently,No time to cook,Occasionally,Somewhat structured,30-60 mins,Yes,"Calorie tracking via photo, Allergy-specific diets, Diet planning",₹199-₹499,"Personalization, Convenience, Proven results",Unlikely,Normal,2,6-10,Busy schedule,Too complicated,₹999,Mental well-being,Partial control,1,0,1.0,1,1,2,1,1,3,0,0,1,1,0,1,1,1,0,1,0
61,young_professional,25-34,Tier 2,Working Professional,"20,000-50,000",3-4 times/week,Home,Weight loss,Lack of time,Non-vegetarian,None,Mix of both,Lack of consistency,Rarely,Very structured,60-90 mins,Yes,"AI workout plan, Diet planning, Calorie tracking via photo",₹199-₹499,Expert guidance,Likely,Normal,4,11-20,Busy schedule,Too complicated,₹999,Looking good (aesthetics),Partial control,1,2,0.0,0,2,2,3,2,3,1,0,1,1,0,0,0,0,1,0,0
62,young_professional,25-34,Metro,Working Professional,"20,000-50,000",1-2 times/week,Home,General fitness,Lack of time,Eggetarian,None,Order food frequently,No time to cook,Occasionally,Highly unpredictable,30-60 mins,No,Diet planning,₹199-₹499,"Personalization, Proven results, Convenience",Unlikely,Normal,4,6-10,Travel,Never used any,₹499,Mental well-being,Full control (cook myself),1,1,1.0,2,1,2,1,1,2,0,0,1,0,0,0,1,1,0,1,0
63,family_health_seeker,35-44,Metro,Homemaker,"20,000-50,000",1-2 times/week,Home,Muscle gain,Lack of motivation,Vegetarian,Lactose intolerance,Mix of both,Lack of consistency,Frequently,Very structured,30-60 mins,No,"Form correction via video, AI workout plan, Travel-friendly plans",₹499-₹999,"Convenience, Expert guidance",Unlikely,Overweight,3,6-10,Busy schedule,Never used any,₹2000+,Health concerns,Full control (cook myself),1,1,2.0,0,1,3,1,1,4,1,1,0,0,1,0,0,0,1,1,0
64,young_professional,25-34,Metro,Working Professional,"20,000-50,000",3-4 times/week,Gym,Not sure,No proper diet,Non-vegetarian,Lactose intolerance,Home-cooked,Budget constraints,Occasionally,Highly unpredictable,30-60 mins,Yes,"Diet planning, Calorie tracking via photo",₹199-₹499,"Convenience, Expert guidance, All-in-one solution",Unlikely,Obese,2,20+,Never started properly,Too complicated,₹999,Social pressure,Full control (cook myself),1,2,1.0,2,1,2,1,3,3,0,0,1,1,0,0,0,0,1,1,1
65,young_professional,25-34,Metro,Working Professional,"1,00,000-2,00,000",1-2 times/week,Gym,Muscle gain,Lack of time,Eggetarian,Lactose intolerance,Mix of both,Don't know what to eat,Occasionally,Somewhat structured,60-90 mins,No,"Diet planning, AI workout plan",₹499-₹999,,Likely,Overweight,4,6-10,Never started properly,Never used any,₹2000+,Performance/strength,Partial control,3,1,1.0,1,2,3,3,1,4,1,0,1,0,0,0,0,0,0,0,0
66,gym_enthusiast,18-24,Metro,Working Professional,"<20,000",3-4 times/week,Gym,Muscle gain,Lack of motivation,Eggetarian,None,Order food frequently,No time to cook,Rarely,Somewhat structured,60-90 mins,No,"Form correction via video, AI workout plan, Travel-friendly plans",₹199-₹499,"Proven results, Personalization, Convenience",Neutral,Overweight,5,0-5,Busy schedule,Never used any,₹499,Looking good (aesthetics),Full control (cook myself),0,2,0.0,1,2,2,2,0,2,1,1,0,0,1,0,1,1,0,1,0
67,student_hostel,18-24,Tier 1,Student,"<20,000",Never,I don't work out,General fitness,Lack of motivation,Non-vegetarian,None,Home-cooked,Don't know what to eat,Rarely,Very structured,60-90 mins,No,"Calorie tracking via photo, Diet planning, Travel-friendly plans",₹199-₹499,Proven results,Very unlikely,Overweight,3,6-10,Travel,Never used any,₹499,Looking good (aesthetics),Partial control,0,0,0.0,0,2,2,0,1,2,0,0,1,1,1,0,1,0,0,0,0
68,family_health_seeker,55+,Metro,Homemaker,"20,000-50,000",3-4 times/week,Home,General fitness,No proper diet,Eggetarian,Gluten intolerance,Home-cooked,Lack of consistency,Rarely,Somewhat structured,30-60 mins,No,"Allergy-specific diets, Calorie tracking via photo",₹499-₹999,"Proven results, Personalization, Expert guidance",Neutral,Overweight,5,0-5,Lack of motivation,Never used any,₹999,Health concerns,Full control (cook myself),1,2,0.0,1,1,3,2,0,3,0,0,0,1,0,1,1,1,1,0,0
69,student_hostel,18-24,Tier 1,Student,"<20,000",1-2 times/week,Home,Weight loss,Lack of knowledge,Eggetarian,None,Order food frequently,Budget constraints,Rarely,Highly unpredictable,30-60 mins,No,"AI workout plan, Diet planning",₹99-₹199,"Convenience, Proven results",Very unlikely,Normal,2,0-5,Lack of motivation,Never used any,₹499,Performance/strength,Very limited control (hostel/mess),0,1,0.0,2,1,1,0,0,2,1,0,1,0,0,0,1,0,0,1,0
70,older_active,45-54,Tier 2,Retired,"20,000-50,000",Never,I don't work out,Medical/rehabilitation,Lack of motivation,Vegan,None,Mix of both,Budget constraints,Rarely,Highly unpredictable,30-60 mins,Yes,AI workout plan,₹99-₹199,"Personalization, Proven results",Unlikely,Normal,3,0-5,Social events,No results,Nothing,Performance/strength,Full control (cook myself),1,0,0.0,2,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0
71,family_health_seeker,35-44,Tier 1,Working Professional,"50,000-1,00,000",3-4 times/week,Home,General fitness,No proper diet,Eggetarian,None,Mix of both,No time to cook,Rarely,Somewhat structured,<30 mins,Yes,"AI workout plan, Diet planning, Calorie tracking via photo",₹199-₹499,"Expert guidance, Convenience, Proven results",Unlikely,Normal,1,20+,Busy schedule,Too complicated,₹499,Health concerns,Full control (cook myself),2,2,0.0,1,0,2,1,3,2,1,0,1,1,0,0,1,0,1,1,0
72,student_hostel,18-24,Tier 2,Student,"<20,000",1-2 times/week,Gym,Muscle gain,No proper diet,Non-vegetarian,None,Hostel/mess food,Cravings,Occasionally,Highly unpredictable,60-90 mins,Yes,"Calorie tracking via photo, AI workout plan",₹99-₹199,"Personalization, Expert guidance",Unlikely,Overweight,2,11-20,Lack of motivation,Too complicated,₹199,Social pressure,Very limited control (hostel/mess),0,1,1.0,2,2,1,1,2,1,1,0,0,1,0,0,0,1,1,0,0
73,student_hostel,18-24,Metro,Student,"<20,000",1-2 times/week,Gym,Weight loss,Lack of time,Vegetarian,None,Home-cooked,Budget constraints,Rarely,Highly unpredictable,60-90 mins,Yes,"Diet planning, Calorie tracking via photo, Travel-friendly plans",₹199-₹499,"Proven results, All-in-one solution",Likely,Overweight,4,20+,Lack of motivation,Too complicated,₹2000+,Performance/strength,Very limited control (hostel/mess),0,1,0.0,2,2,2,3,3,4,0,0,1,1,1,0,1,0,0,0,1
74,family_health_seeker,55+,Tier 3 / Rural,Retired,"20,000-50,000",1-2 times/week,Home,Medical/rehabilitation,Lack of time,Vegetarian,None,Home-cooked,Don't know what to eat,Rarely,Very structured,<30 mins,No,"Allergy-specific diets, Form correction via video, AI workout plan",₹199-₹499,"Personalization, Proven results",Likely,Normal,4,11-20,Don't see results,Never used any,₹499,Health concerns,Very limited control (hostel/mess),1,1,0.0,0,0,2,3,2,2,1,1,0,0,0,1,1,1,0,0,0
75,busy_traveler,25-34,Metro,Working Professional,"50,000-1,00,000",5+ times/week,Home,General fitness,Lack of time,Eggetarian,Gluten intolerance,Mix of both,Lack of consistency,Occasionally,Somewhat structured,<30 mins,No,"Travel-friendly plans, Allergy-specific diets",₹199-₹499,Convenience,Neutral,Overweight,4,0-5,Lack of motivation,Never used any,₹999,Health concerns,Full control (cook myself),2,3,1.0,1,0,2,2,0,3,0,0,0,0,1,1,0,0,0,1,0
76,busy_traveler,25-34,Tier 1,Working Professional,"50,000-1,00,000",1-2 times/week,I don't work out,General fitness,Lack of motivation,Vegetarian,None,Mix of both,No time to cook,Occasionally,Highly unpredictable,<30 mins,No,"Travel-friendly plans, AI workout plan, Calorie tracking via photo",₹499-₹999,All-in-one solution,Likely,Normal,4,11-20,Travel,,₹2000+,Mental well-being,Very limited control (hostel/mess),2,1,1.0,2,0,3,3,2,4,1,0,0,1,1,0,0,0,0,0,1
77,family_health_seeker,35-44,Tier 3 / Rural,Working Professional,"50,000-1,00,000",5+ times/week,Home,Not sure,Lack of time,Vegetarian,Other,Home-cooked,Cravings,Frequently,Very structured,30-60 mins,Yes,"Travel-friendly plans, Allergy-specific diets, Diet planning",₹499-₹999,"All-in-one solution, Personalization, Expert guidance",Neutral,Overweight,2,0-5,Travel,Not personalized,₹2000+,Mental well-being,Partial control,2,3,2.0,0,1,3,2,0,4,0,0,1,0,1,1,0,1,1,0,1
78,student_hostel,18-24,Metro,Student,"20,000-50,000",3-4 times/week,Gym,General fitness,No access to gym,Non-vegetarian,None,Hostel/mess food,Cravings,Occasionally,Somewhat structured,30-60 mins,No,Diet planning,₹199-₹499,"Proven results, All-in-one solution, Personalization",Unlikely,Normal,3,11-20,Lack of motivation,Never used any,₹999,Health concerns,Very limited control (hostel/mess),1,2,1.0,1,1,2,1,2,3,0,0,1,0,0,0,1,1,0,0,1
79,young_professional,25-34,Tier 2,Working Professional,"50,000-1,00,000",1-2 times/week,Gym,General fitness,Lack of motivation,Non-vegetarian,None,Mix of both,Lack of consistency,Occasionally,Somewhat structured,60-90 mins,No,"AI workout plan, Form correction via video, Travel-friendly plans",₹999+,"Convenience, All-in-one solution, Proven results",Unlikely,Overweight,4,20+,Social events,Never used any,₹2000+,Mental well-being,Partial control,2,1,1.0,1,2,4,1,3,4,1,1,0,0,1,0,1,0,0,1,1
80,student_hostel,18-24,Metro,Student,"<20,000",3-4 times/week,Outdoors,General fitness,Lack of knowledge,Vegetarian,None,Hostel/mess food,No time to cook,Rarely,Somewhat structured,60-90 mins,Yes,"Diet planning, Form correction via video",₹99-₹199,All-in-one solution,Likely,Normal,4,0-5,Busy schedule,Lost motivation,₹499,Performance/strength,Very limited control (hostel/mess),0,2,0.0,1,2,1,3,0,2,0,1,1,0,0,0,0,0,0,0,1
81,family_health_seeker,25-34,Metro,Homemaker,"50,000-1,00,000",3-4 times/week,Gym,Weight loss,Lack of knowledge,Vegetarian,,Home-cooked,Budget constraints,Occasionally,Very structured,30-60 mins,No,"Allergy-specific diets, Calorie tracking via photo, Diet planning",₹499-₹999,"Personalization, Proven results",Unlikely,Normal,5,6-10,Busy schedule,Never used any,₹2000+,Health concerns,Full control (cook myself),2,2,1.0,0,1,3,1,1,4,0,0,1,1,0,1,1,1,0,0,0
82,gym_enthusiast,25-34,Metro,Student,"50,000-1,00,000",5+ times/week,Gym,Muscle gain,Lack of time,Non-vegetarian,None,Mix of both,Lack of consistency,Rarely,Highly unpredictable,60-90 mins,Yes,"Form correction via video, AI workout plan",₹499-₹999,"All-in-one solution, Personalization, Expert guidance",Likely,Overweight,4,11-20,Social events,Too complicated,₹999,Looking good (aesthetics),Full control (cook myself),2,3,0.0,2,2,3,3,2,3,1,1,0,0,0,0,0,1,1,0,1
83,young_professional,25-34,Metro,Working Professional,"50,000-1,00,000",3-4 times/week,Gym,Weight loss,Lack of knowledge,Non-vegetarian,None,Mix of both,No time to cook,Rarely,Somewhat structured,<30 mins,No,"Calorie tracking via photo, Diet planning, Travel-friendly plans",₹999+,"Personalization, Proven results, Convenience",Unlikely,Overweight,4,0-5,Busy schedule,Never used any,₹2000+,Health concerns,Partial control,2,2,0.0,1,0,4,1,0,4,0,0,1,1,1,0,1,1,0,1,0
84,student_hostel,18-24,Tier 2,Student,"20,000-50,000",3-4 times/week,Gym,Weight loss,No proper diet,Vegetarian,None,Mix of both,No time to cook,Rarely,Somewhat structured,<30 mins,Yes,"Calorie tracking via photo, AI workout plan, Travel-friendly plans",₹199-₹499,"Proven results, Convenience",Likely,Overweight,4,0-5,Don't see results,Not personalized,₹999,Health concerns,Very limited control (hostel/mess),1,2,0.0,1,0,2,3,0,3,1,0,0,1,1,0,1,0,0,1,0
85,young_professional,18-24,Tier 1,Working Professional,"20,000-50,000",3-4 times/week,Gym,Weight loss,Lack of time,Non-vegetarian,None,Mix of both,Lack of consistency,Occasionally,Highly unpredictable,<30 mins,Yes,"Calorie tracking via photo, Form correction via video",₹499-₹999,"Proven results, Personalization, Convenience",Likely,Overweight,3,20+,Travel,Lost motivation,₹2000+,Health concerns,Partial control,1,2,1.0,2,0,3,3,3,4,0,1,0,1,0,0,1,1,0,1,0
86,young_professional,25-34,Tier 3 / Rural,Working Professional,"50,000-1,00,000",3-4 times/week,Gym,General fitness,No proper diet,Non-vegetarian,None,Home-cooked,No time to cook,Rarely,Very structured,30-60 mins,Yes,Diet planning,₹999+,"Convenience, Expert guidance, All-in-one solution",Neutral,Normal,4,0-5,Busy schedule,Not personalized,₹2000+,Looking good (aesthetics),Partial control,2,2,0.0,0,1,4,2,0,4,0,0,1,0,0,0,0,0,1,1,1
87,busy_traveler,35-44,Metro,Working Professional,"20,000-50,000",3-4 times/week,Gym,Muscle gain,No proper diet,Non-vegetarian,None,Order food frequently,No time to cook,Frequently,Somewhat structured,<30 mins,Yes,"Travel-friendly plans, Form correction via video",₹199-₹499,"All-in-one solution, Convenience, Personalization",Very likely,Overweight,5,20+,Travel,Not personalized,₹999,Performance/strength,Very limited control (hostel/mess),1,2,2.0,1,0,2,4,3,3,0,1,0,0,1,0,0,1,0,1,1
88,gym_enthusiast,25-34,Tier 1,Working Professional,"20,000-50,000",3-4 times/week,Gym,Muscle gain,No proper diet,Eggetarian,Other,Home-cooked,No time to cook,Rarely,Somewhat structured,30-60 mins,Yes,"Allergy-specific diets, Calorie tracking via photo, Diet planning",₹999+,"Proven results, Personalization, Expert guidance",Likely,Obese,5,0-5,Travel,Not personalized,₹2000+,Looking good (aesthetics),Partial control,1,2,0.0,1,1,4,3,0,4,0,0,1,1,0,1,1,1,1,0,0
89,family_health_seeker,35-44,Tier 2,Working Professional,"2,00,000+",5+ times/week,Home,General fitness,Lack of time,Vegetarian,Lactose intolerance,Home-cooked,Don't know what to eat,Rarely,Very structured,60-90 mins,Yes,"Calorie tracking via photo, Allergy-specific diets",₹999+,"All-in-one solution, Personalization",Neutral,Overweight,4,11-20,Busy schedule,No results,₹2000+,Mental well-being,Full control (cook myself),4,3,0.0,0,2,4,2,2,4,0,0,0,1,0,1,0,1,0,0,1
90,young_professional,18-24,Tier 2,Working Professional,"20,000-50,000",1-2 times/week,Gym,General fitness,Lack of time,Non-vegetarian,None,Mix of both,Lack of consistency,Occasionally,Very structured,30-60 mins,No,Form correction via video,₹199-₹499,"Proven results, Expert guidance",Unlikely,Obese,3,0-5,Busy schedule,Never used any,₹999,Health concerns,Very limited control (hostel/mess),1,1,1.0,0,1,2,1,0,3,0,1,0,0,0,0,1,0,1,0,0
91,student_hostel,25-34,Tier 2,Student,"<20,000",Never,I don't work out,Weight loss,Lack of motivation,Eggetarian,None,Order food frequently,Budget constraints,Rarely,Highly unpredictable,30-60 mins,No,"AI workout plan, Travel-friendly plans, Diet planning",₹99-₹199,"Proven results, Personalization, All-in-one solution",Very unlikely,Obese,2,6-10,Never started properly,Never used any,₹499,Social pressure,Very limited control (hostel/mess),0,0,0.0,2,1,1,0,1,2,1,0,1,0,1,0,1,1,0,0,1
92,busy_traveler,25-34,Metro,Working Professional,"20,000-50,000",5+ times/week,Gym,General fitness,Lack of time,Non-vegetarian,None,Mix of both,Lack of consistency,,Highly unpredictable,30-60 mins,No,"Travel-friendly plans, Form correction via video",₹999+,,Likely,Obese,5,0-5,Travel,Never used any,₹2000+,Mental well-being,Very limited control (hostel/mess),1,3,,2,1,4,3,0,4,0,1,0,0,1,0,0,0,0,0,0
93,family_health_seeker,45-54,Metro,Homemaker,"1,00,000-2,00,000",Never,I don't work out,Medical/rehabilitation,Lack of time,Vegetarian,Other,Home-cooked,Budget constraints,Occasionally,Somewhat structured,30-60 mins,Yes,"Allergy-specific diets, Diet planning, Calorie tracking via photo",₹999+,"Expert guidance, Personalization, Proven results",Unlikely,Overweight,3,0-5,Busy schedule,Too complicated,₹2000+,Health concerns,Partial control,3,0,1.0,1,1,4,1,0,4,0,0,1,1,0,1,1,1,1,0,0
94,gym_enthusiast,25-34,Tier 2,Working Professional,"1,00,000-2,00,000",3-4 times/week,Gym,Muscle gain,Lack of time,Non-vegetarian,None,Mix of both,No time to cook,Occasionally,Very structured,90+ mins,No,"Form correction via video, AI workout plan, Calorie tracking via photo",₹999+,"Personalization, Proven results",Likely,Underweight,4,11-20,Don't see results,Never used any,₹2000+,Performance/strength,Partial control,3,2,1.0,0,3,4,3,2,4,1,1,0,1,0,0,1,1,0,0,0
95,family_health_seeker,45-54,Tier 1,Working Professional,"1,00,000-2,00,000",3-4 times/week,Gym,Weight loss,Lack of knowledge,Vegetarian,None,Mix of both,No time to cook,Occasionally,Very structured,30-60 mins,No,"Travel-friendly plans, Diet planning",₹499-₹999,"Personalization, Proven results",Unlikely,Underweight,4,0-5,Don't see results,Never used any,₹2000+,Mental well-being,Full control (cook myself),3,2,1.0,0,1,3,1,0,4,0,0,1,0,1,0,1,1,0,0,0
96,gym_enthusiast,18-24,Tier 2,Working Professional,"20,000-50,000",5+ times/week,Home,Not sure,No access to gym,Eggetarian,,Home-cooked,Lack of consistency,Rarely,Somewhat structured,30-60 mins,Yes,"Form correction via video, AI workout plan, Diet planning",₹199-₹499,"Proven results, Expert guidance, Personalization",Neutral,Overweight,1,6-10,Lack of motivation,Lost motivation,₹499,Looking good (aesthetics),Partial control,1,3,0.0,1,1,2,2,1,2,1,1,1,0,0,0,1,1,1,0,0
